PRODUCT_ID;CATEGORY;POPULARITY
1;0;187
2;16;184
3;6;678
4;17;195
5;3;179
6;2;178
7;2;332
8;14;172
9;13;377
10;11;203
11;11;190
12;2;650
13;15;337
14;19;339
15;1;328
16;4;494
17;13;179
18;14;383
19;0;191
20;16;343
21;19;181
22;4;355
23;3;190
24;7;188
25;7;304
26;15;336
27;10;173
28;6;194
29;11;601
30;4;179
31;11;293
32;5;334
33;4;361
34;16;333
35;12;155
36;14;206
37;11;583
38;6;184
39;15;179
40;5;373
41;7;353
42;2;381
43;15;195
44;16;197
45;16;513
46;17;182
47;4;374
48;12;365
49;9;520
50;10;192
51;17;181
52;4;162
53;2;183
54;4;174
55;5;676
56;3;188
57;5;722
58;3;172
59;6;164
60;8;346
61;0;500
62;9;341
63;19;180
64;16;523
65;2;338
66;4;175
67;11;327
68;6;189
69;12;176
70;8;336
71;19;984
72;7;179
73;10;190
74;11;366
75;4;360
76;2;202
77;13;178
78;2;332
79;2;184
80;12;202
81;19;492
82;11;539
83;13;197
84;6;314
85;10;173
86;1;526
87;4;184
88;12;372
89;10;340
90;7;733
91;5;693
92;18;182
93;0;183
94;18;536
95;17;339
96;19;331
97;12;536
98;3;168
99;9;712
100;11;366
101;13;482
102;19;386
103;8;667
104;5;351
105;4;488
106;3;182
107;11;228
108;12;371
109;12;665
110;9;368
111;6;355
112;1;328
113;0;461
114;14;182
115;7;526
116;13;694
117;15;321
118;6;490
119;12;196
120;8;202
121;4;702
122;19;326
123;4;497
124;1;340
125;14;533
126;5;320
127;7;175
128;2;171
129;1;363
130;3;196
131;13;366
132;15;356
133;4;354
134;14;343
135;8;374
136;5;331
137;1;179
138;8;364
139;2;504
140;18;344
141;12;184
142;12;369
143;14;192
144;3;513
145;16;328
146;8;691
147;6;170
148;19;178
149;16;165
150;0;185
151;10;508
152;1;701
153;3;341
154;1;192
155;17;506
156;0;559
157;3;187
158;18;169
159;13;338
160;14;338
161;0;547
162;0;227
163;5;218
164;8;207
165;17;328
166;3;474
167;5;190
168;10;180
169;13;380
170;3;372
171;12;177
172;17;186
173;6;175
174;4;175
175;12;183
176;11;180
177;11;853
178;11;317
179;11;173
180;0;383
181;1;345
182;15;178
183;19;170
184;15;532
185;18;176
186;15;332
187;19;356
188;3;496
189;4;172
190;3;335
191;0;373
192;1;171
193;5;195
194;16;180
195;5;367
196;2;496
197;2;203
198;6;500
199;7;363
200;4;169
201;17;698
202;14;174
203;17;516
204;3;544
205;18;166
206;10;362
207;14;519
208;17;191
209;8;208
210;10;519
211;6;192
212;4;192
213;11;391
214;16;182
215;16;360
216;7;689
217;7;379
218;2;169
219;17;509
220;11;538
221;10;580
222;19;879
223;4;544
224;15;187
225;11;342
226;10;173
227;19;154
228;13;379
229;4;357
230;0;314
231;8;199
232;5;501
233;15;351
234;4;191
235;7;500
236;14;183
237;17;198
238;2;988
239;11;310
240;12;199
241;0;185
242;6;180
243;13;194
244;11;476
245;13;179
246;7;193
247;1;530
248;13;669
249;12;180
250;15;193
251;11;851
252;18;163
253;14;553
254;7;657
255;13;328
256;3;197
257;17;192
258;18;342
259;11;340
260;10;352
261;5;176
262;18;358
263;18;195
264;14;172
265;14;174
266;10;174
267;6;178
268;17;707
269;13;338
270;17;532
271;19;355
272;5;504
273;16;297
274;12;345
275;0;190
276;19;527
277;9;311
278;2;367
279;15;354
280;18;343
281;7;865
282;5;350
283;2;194
284;15;173
285;14;318
286;12;359
287;7;191
288;1;649
289;2;385
290;8;171
291;14;191
292;15;185
293;3;209
294;4;373
295;13;478
296;10;186
297;15;346
298;14;370
299;18;175
300;9;322
301;4;538
302;5;199
303;10;537
304;12;338
305;16;513
306;12;187
307;5;167
308;1;531
309;5;325
310;13;190
311;15;367
312;14;516
313;10;193
314;3;511
315;12;347
316;15;183
317;12;343
318;5;186
319;0;460
320;15;526
321;5;202
322;5;354
323;10;311
324;1;216
325;17;539
326;6;375
327;18;209
328;13;199
329;16;330
330;4;171
331;0;173
332;4;309
333;9;205
334;6;342
335;3;358
336;10;194
337;17;494
338;4;190
339;11;190
340;5;183
341;10;371
342;13;335
343;11;358
344;17;340
345;10;520
346;13;193
347;17;463
348;12;349
349;0;183
350;7;369
351;7;179
352;13;350
353;2;514
354;5;496
355;18;356
356;18;347
357;18;512
358;18;184
359;7;328
360;16;181
361;0;473
362;16;340
363;6;184
364;15;684
365;11;319
366;7;185
367;14;204
368;7;352
369;5;200
370;17;350
371;4;182
372;2;190
373;10;196
374;18;695
375;8;185
376;4;642
377;13;214
378;7;199
379;3;327
380;3;368
381;10;341
382;18;355
383;6;202
384;10;181
385;10;175
386;17;190
387;0;379
388;7;183
389;4;192
390;2;328
391;6;179
392;0;157
393;0;179
394;0;178
395;18;322
396;13;200
397;2;313
398;2;395
399;16;215
400;19;334
401;6;178
402;19;905
403;0;339
404;12;518
405;17;350
406;14;330
407;16;358
408;8;183
409;14;346
410;8;338
411;4;399
412;0;379
413;16;199
414;1;338
415;13;486
416;5;361
417;15;368
418;18;336
419;5;364
420;17;186
421;19;399
422;1;171
423;7;355
424;11;179
425;15;168
426;14;382
427;2;321
428;4;336
429;3;515
430;12;182
431;11;195
432;16;190
433;11;173
434;10;344
435;9;329
436;3;365
437;12;193
438;14;213
439;17;188
440;8;178
441;15;359
442;4;168
